Year,Region,Product_Category,Actual_Units_Sold (2015-2024),Forecast_Units_Sold (2025-2035),ASP (Avg_Selling_Price)
2024,Denmark,Toaster – 4-slice pop-up,0.091,,37.11
2025,Denmark,Toaster – 4-slice pop-up,,0.092,37.85
2026,Denmark,Toaster – 4-slice pop-up,,0.093,38.61
2027,Denmark,Toaster – 4-slice pop-up,,0.095,39.38
2028,Denmark,Toaster – 4-slice pop-up,,0.096,40.17
2029,Denmark,Toaster – 4-slice pop-up,,0.097,40.97
2030,Denmark,Toaster – 4-slice pop-up,,0.099,41.79
2031,Denmark,Toaster – 4-slice pop-up,,0.1,42.62
2032,Denmark,Toaster – 4-slice pop-up,,0.101,43.48
2033,Denmark,Toaster – 4-slice pop-up,,0.103,44.35
2034,Denmark,Toaster – 4-slice pop-up,,0.104,45.23
2035,Denmark,Toaster – 4-slice pop-up,,0.106,46.14
2015,Denmark,Toaster – Toaster oven,0.08,,51.75
2016,Denmark,Toaster – Toaster oven,0.081,,52.78
2017,Denmark,Toaster – Toaster oven,0.082,,53.84
2018,Denmark,Toaster – Toaster oven,0.084,,54.92
2019,Denmark,Toaster – Toaster oven,0.085,,56.02
2020,Denmark,Toaster – Toaster oven,0.086,,57.14
2021,Denmark,Toaster – Toaster oven,0.087,,58.28
2022,Denmark,Toaster – Toaster oven,0.089,,59.44
2023,Denmark,Toaster – Toaster oven,0.09,,60.63
2024,Denmark,Toaster – Toaster oven,0.091,,61.85
2025,Denmark,Toaster – Toaster oven,,0.093,63.08
2026,Denmark,Toaster – Toaster oven,,0.094,64.34
2027,Denmark,Toaster – Toaster oven,,0.096,65.63
2028,Denmark,Toaster – Toaster oven,,0.097,66.94
2029,Denmark,Toaster – Toaster oven,,0.099,68.28
2030,Denmark,Toaster – Toaster oven,,0.1,69.65
2031,Denmark,Toaster – Toaster oven,,0.102,71.04
2032,Denmark,Toaster – Toaster oven,,0.103,72.46
2033,Denmark,Toaster – Toaster oven,,0.105,73.91
2034,Denmark,Toaster – Toaster oven,,0.106,75.39
2035,Denmark,Toaster – Toaster oven,,0.108,76.9
2015,Denmark,Blender / mixer–grinder – Countertop blender,0.18,,62.1
2016,Denmark,Blender / mixer–grinder – Countertop blender,0.183,,63.34
2017,Denmark,Blender / mixer–grinder – Countertop blender,0.187,,64.61
2018,Denmark,Blender / mixer–grinder – Countertop blender,0.19,,65.9
2019,Denmark,Blender / mixer–grinder – Countertop blender,0.194,,67.22
2020,Denmark,Blender / mixer–grinder – Countertop blender,0.198,,68.56
2021,Denmark,Blender / mixer–grinder – Countertop blender,0.202,,69.93
2022,Denmark,Blender / mixer–grinder – Countertop blender,0.205,,71.33
2023,Denmark,Blender / mixer–grinder – Countertop blender,0.209,,72.76
2024,Denmark,Blender / mixer–grinder – Countertop blender,0.213,,74.22
2025,Denmark,Blender / mixer–grinder – Countertop blender,,0.217,75.7
2026,Denmark,Blender / mixer–grinder – Countertop blender,,0.221,77.21
2027,Denmark,Blender / mixer–grinder – Countertop blender,,0.225,78.76
2028,Denmark,Blender / mixer–grinder – Countertop blender,,0.229,80.33
2029,Denmark,Blender / mixer–grinder – Countertop blender,,0.233,81.94
2030,Denmark,Blender / mixer–grinder – Countertop blender,,0.237,83.58
2031,Denmark,Blender / mixer–grinder – Countertop blender,,0.242,85.25
2032,Denmark,Blender / mixer–grinder – Countertop blender,,0.246,86.95
2033,Denmark,Blender / mixer–grinder – Countertop blender,,0.25,88.69
2034,Denmark,Blender / mixer–grinder – Countertop blender,,0.255,90.47
2035,Denmark,Blender / mixer–grinder – Countertop blender,,0.259,92.28
2015,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.108,,55.2
2016,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.11,,56.3
2017,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.112,,57.43
2018,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.114,,58.58
2019,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.116,,59.75
2020,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.117,,60.95
2021,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.119,,62.16
2022,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.122,,63.41
2023,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.124,,64.68
2024,Denmark,Blender / mixer–grinder – Immersion (hand) blender,0.126,,65.97
2025,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.128,67.29
2026,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.13,68.63
2027,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.132,70.01
2028,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.134,71.41
2029,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.136,72.84
2030,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.138,74.29
2031,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.14,75.78
2032,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.143,77.29
2033,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.145,78.84
2034,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.147,80.42
2035,Denmark,Blender / mixer–grinder – Immersion (hand) blender,,0.15,82.02
2015,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.072,,96.6
2016,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.073,,98.53
2017,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.075,,100.5
2018,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.076,,102.51
2019,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.078,,104.56
2020,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.079,,106.65
2021,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.081,,108.79
2022,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.083,,110.96
2023,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.084,,113.18
2024,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,0.086,,115.45
2025,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.088,117.75
2026,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.089,120.11
2027,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.091,122.51
2028,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.093,124.96
2029,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.095,127.46
2030,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.096,130.01
2031,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.098,132.61
2032,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.1,135.26
2033,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.102,137.97
2034,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.104,140.73
2035,Denmark,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,0.106,143.54
2015,Denmark,Rice cooker – Basic on/off,0.12,,47.44
2016,Denmark,Rice cooker – Basic on/off,0.122,,48.39
2017,Denmark,Rice cooker – Basic on/off,0.124,,49.35
2018,Denmark,Rice cooker – Basic on/off,0.126,,50.34
2019,Denmark,Rice cooker – Basic on/off,0.128,,51.35
2020,Denmark,Rice cooker – Basic on/off,0.13,,52.37
2021,Denmark,Rice cooker – Basic on/off,0.132,,53.42
2022,Denmark,Rice cooker – Basic on/off,0.134,,54.49
2023,Denmark,Rice cooker – Basic on/off,0.136,,55.58
2024,Denmark,Rice cooker – Basic on/off,0.138,,56.69
2025,Denmark,Rice cooker – Basic on/off,,0.141,57.83
2026,Denmark,Rice cooker – Basic on/off,,0.143,58.98
2027,Denmark,Rice cooker – Basic on/off,,0.145,60.16
2028,Denmark,Rice cooker – Basic on/off,,0.147,61.37
2029,Denmark,Rice cooker – Basic on/off,,0.149,62.59
2030,Denmark,Rice cooker – Basic on/off,,0.151,63.84
2031,Denmark,Rice cooker – Basic on/off,,0.154,65.12
2032,Denmark,Rice cooker – Basic on/off,,0.156,66.42
2033,Denmark,Rice cooker – Basic on/off,,0.158,67.75
2034,Denmark,Rice cooker – Basic on/off,,0.161,69.11
2035,Denmark,Rice cooker – Basic on/off,,0.163,70.49
2015,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.084,,69.58
2016,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.086,,70.97
2017,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.087,,72.39
2018,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.089,,73.83
2019,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.09,,75.31
2020,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.092,,76.82
2021,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.093,,78.35
2022,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.095,,79.92
2023,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.097,,81.52
2024,Denmark,Rice cooker – Fuzzy-logic (microcomputer),0.099,,83.15
2025,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.1,84.81
2026,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.102,86.51
2027,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.104,88.24
2028,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.106,90.0
2029,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.107,91.8
2030,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.109,93.64
2031,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.111,95.51
2032,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.113,97.42
2033,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.115,99.37
2034,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.117,101.36
2035,Denmark,Rice cooker – Fuzzy-logic (microcomputer),,0.119,103.38
2015,Denmark,Rice cooker – Induction-heating (IH),0.036,,88.55
2016,Denmark,Rice cooker – Induction-heating (IH),0.037,,90.32
2017,Denmark,Rice cooker – Induction-heating (IH),0.037,,92.13
2018,Denmark,Rice cooker – Induction-heating (IH),0.038,,93.97
2019,Denmark,Rice cooker – Induction-heating (IH),0.039,,95.85
2020,Denmark,Rice cooker – Induction-heating (IH),0.04,,97.77
2021,Denmark,Rice cooker – Induction-heating (IH),0.04,,99.72
2022,Denmark,Rice cooker – Induction-heating (IH),0.041,,101.72
2023,Denmark,Rice cooker – Induction-heating (IH),0.042,,103.75
2024,Denmark,Rice cooker – Induction-heating (IH),0.043,,105.83
2025,Denmark,Rice cooker – Induction-heating (IH),,0.043,107.94
2026,Denmark,Rice cooker – Induction-heating (IH),,0.044,110.1
2027,Denmark,Rice cooker – Induction-heating (IH),,0.045,112.3
2028,Denmark,Rice cooker – Induction-heating (IH),,0.046,114.55
2029,Denmark,Rice cooker – Induction-heating (IH),,0.047,116.84
2030,Denmark,Rice cooker – Induction-heating (IH),,0.047,119.18
2031,Denmark,Rice cooker – Induction-heating (IH),,0.048,121.56
2032,Denmark,Rice cooker – Induction-heating (IH),,0.049,123.99
2033,Denmark,Rice cooker – Induction-heating (IH),,0.05,126.47
2034,Denmark,Rice cooker – Induction-heating (IH),,0.051,129.0
2035,Denmark,Rice cooker – Induction-heating (IH),,0.052,131.58
2015,Denmark,Coffee maker – Drip,0.12,,227.7
2016,Denmark,Coffee maker – Drip,0.123,,232.25
2017,Denmark,Coffee maker – Drip,0.126,,236.9
2018,Denmark,Coffee maker – Drip,0.128,,241.64
2019,Denmark,Coffee maker – Drip,0.131,,246.47
2020,Denmark,Coffee maker – Drip,0.134,,251.4
2021,Denmark,Coffee maker – Drip,0.138,,256.43
2022,Denmark,Coffee maker – Drip,0.141,,261.56
2023,Denmark,Coffee maker – Drip,0.144,,266.79
2024,Denmark,Coffee maker – Drip,0.147,,272.12
2025,Denmark,Coffee maker – Drip,,0.15,277.57
2026,Denmark,Coffee maker – Drip,,0.154,283.12
2027,Denmark,Coffee maker – Drip,,0.157,288.78
2028,Denmark,Coffee maker – Drip,,0.161,294.55
2029,Denmark,Coffee maker – Drip,,0.164,300.45
2030,Denmark,Coffee maker – Drip,,0.168,306.45
2031,Denmark,Coffee maker – Drip,,0.171,312.58
2032,Denmark,Coffee maker – Drip,,0.175,318.83
2033,Denmark,Coffee maker – Drip,,0.179,325.21
2034,Denmark,Coffee maker – Drip,,0.183,331.72
2035,Denmark,Coffee maker – Drip,,0.187,338.35
2015,Denmark,Coffee maker – Single-serve pod,0.072,,253.0
2016,Denmark,Coffee maker – Single-serve pod,0.074,,258.06
2017,Denmark,Coffee maker – Single-serve pod,0.076,,263.22
2018,Denmark,Coffee maker – Single-serve pod,0.078,,268.49
2019,Denmark,Coffee maker – Single-serve pod,0.079,,273.86
2020,Denmark,Coffee maker – Single-serve pod,0.081,,279.33
2021,Denmark,Coffee maker – Single-serve pod,0.083,,284.92
2022,Denmark,Coffee maker – Single-serve pod,0.086,,290.62
2023,Denmark,Coffee maker – Single-serve pod,0.088,,296.43
2024,Denmark,Coffee maker – Single-serve pod,0.09,,302.36
2025,Denmark,Coffee maker – Single-serve pod,,0.092,308.41
2026,Denmark,Coffee maker – Single-serve pod,,0.094,314.57
2027,Denmark,Coffee maker – Single-serve pod,,0.097,320.87
2028,Denmark,Coffee maker – Single-serve pod,,0.099,327.28
2029,Denmark,Coffee maker – Single-serve pod,,0.101,333.83
2030,Denmark,Coffee maker – Single-serve pod,,0.104,340.5
2031,Denmark,Coffee maker – Single-serve pod,,0.106,347.31
2032,Denmark,Coffee maker – Single-serve pod,,0.109,354.26
2033,Denmark,Coffee maker – Single-serve pod,,0.111,361.35
2034,Denmark,Coffee maker – Single-serve pod,,0.114,368.57
2035,Denmark,Coffee maker – Single-serve pod,,0.117,375.94
2015,Denmark,Coffee maker – Espresso (semi/auto),0.048,,404.8
2016,Denmark,Coffee maker – Espresso (semi/auto),0.049,,412.9
2017,Denmark,Coffee maker – Espresso (semi/auto),0.051,,421.15
2018,Denmark,Coffee maker – Espresso (semi/auto),0.052,,429.58
2019,Denmark,Coffee maker – Espresso (semi/auto),0.053,,438.17
2020,Denmark,Coffee maker – Espresso (semi/auto),0.055,,446.93
2021,Denmark,Coffee maker – Espresso (semi/auto),0.056,,455.87
2022,Denmark,Coffee maker – Espresso (semi/auto),0.057,,464.99
2023,Denmark,Coffee maker – Espresso (semi/auto),0.059,,474.29
2024,Denmark,Coffee maker – Espresso (semi/auto),0.06,,483.77
2025,Denmark,Coffee maker – Espresso (semi/auto),,0.062,493.45
2026,Denmark,Coffee maker – Espresso (semi/auto),,0.064,503.32
2027,Denmark,Coffee maker – Espresso (semi/auto),,0.065,513.38
2028,Denmark,Coffee maker – Espresso (semi/auto),,0.067,523.65
2029,Denmark,Coffee maker – Espresso (semi/auto),,0.068,534.13
2030,Denmark,Coffee maker – Espresso (semi/auto),,0.07,544.81
2031,Denmark,Coffee maker – Espresso (semi/auto),,0.072,555.7
2032,Denmark,Coffee maker – Espresso (semi/auto),,0.074,566.82
2033,Denmark,Coffee maker – Espresso (semi/auto),,0.076,578.15
2034,Denmark,Coffee maker – Espresso (semi/auto),,0.077,589.72
2035,Denmark,Coffee maker – Espresso (semi/auto),,0.079,601.51
2015,Denmark,"Dishwasher – Built-in full-size (24"")",0.056,,517.5
2016,Denmark,"Dishwasher – Built-in full-size (24"")",0.057,,527.85
2017,Denmark,"Dishwasher – Built-in full-size (24"")",0.058,,538.41
2018,Denmark,"Dishwasher – Built-in full-size (24"")",0.059,,549.18
2019,Denmark,"Dishwasher – Built-in full-size (24"")",0.06,,560.16
2020,Denmark,"Dishwasher – Built-in full-size (24"")",0.061,,571.36
2021,Denmark,"Dishwasher – Built-in full-size (24"")",0.062,,582.79
2022,Denmark,"Dishwasher – Built-in full-size (24"")",0.063,,594.44
2023,Denmark,"Dishwasher – Built-in full-size (24"")",0.065,,606.33
2024,Denmark,"Dishwasher – Built-in full-size (24"")",0.066,,618.46
2025,Denmark,"Dishwasher – Built-in full-size (24"")",,0.067,630.83
2026,Denmark,"Dishwasher – Built-in full-size (24"")",,0.068,643.45
2027,Denmark,"Dishwasher – Built-in full-size (24"")",,0.07,656.32
2028,Denmark,"Dishwasher – Built-in full-size (24"")",,0.071,669.44
2029,Denmark,"Dishwasher – Built-in full-size (24"")",,0.072,682.83
2030,Denmark,"Dishwasher – Built-in full-size (24"")",,0.074,696.49
2031,Denmark,"Dishwasher – Built-in full-size (24"")",,0.075,710.42
2032,Denmark,"Dishwasher – Built-in full-size (24"")",,0.076,724.62
2033,Denmark,"Dishwasher – Built-in full-size (24"")",,0.078,739.12
2034,Denmark,"Dishwasher – Built-in full-size (24"")",,0.079,753.9
2035,Denmark,"Dishwasher – Built-in full-size (24"")",,0.081,768.98
2015,Denmark,"Dishwasher – Slimline/compact (18"")",0.016,,465.75
2016,Denmark,"Dishwasher – Slimline/compact (18"")",0.016,,475.06
2017,Denmark,"Dishwasher – Slimline/compact (18"")",0.017,,484.57
2018,Denmark,"Dishwasher – Slimline/compact (18"")",0.017,,494.26
2019,Denmark,"Dishwasher – Slimline/compact (18"")",0.017,,504.14
2020,Denmark,"Dishwasher – Slimline/compact (18"")",0.018,,514.23
2021,Denmark,"Dishwasher – Slimline/compact (18"")",0.018,,524.51
2022,Denmark,"Dishwasher – Slimline/compact (18"")",0.018,,535.0
2023,Denmark,"Dishwasher – Slimline/compact (18"")",0.019,,545.7
2024,Denmark,"Dishwasher – Slimline/compact (18"")",0.019,,556.61
2025,Denmark,"Dishwasher – Slimline/compact (18"")",,0.019,567.75
2026,Denmark,"Dishwasher – Slimline/compact (18"")",,0.02,579.1
2027,Denmark,"Dishwasher – Slimline/compact (18"")",,0.02,590.68
2028,Denmark,"Dishwasher – Slimline/compact (18"")",,0.021,602.5
2029,Denmark,"Dishwasher – Slimline/compact (18"")",,0.021,614.55
2030,Denmark,"Dishwasher – Slimline/compact (18"")",,0.021,626.84
2031,Denmark,"Dishwasher – Slimline/compact (18"")",,0.022,639.37
2032,Denmark,"Dishwasher – Slimline/compact (18"")",,0.022,652.16
2033,Denmark,"Dishwasher – Slimline/compact (18"")",,0.023,665.21
2034,Denmark,"Dishwasher – Slimline/compact (18"")",,0.023,678.51
2035,Denmark,"Dishwasher – Slimline/compact (18"")",,0.024,692.08
2015,Denmark,Dishwasher – Countertop/portable,0.008,,362.25
