Year,Region,Product_Category,Market_Size_Units (Millions),Market_Value (USD Billions),YoY_Growth_Rate (%),5_Year_CAGR_Forecast (%),Key_Driver
2018,Taiwan,Washing machine – Top-load agitator,0.269,0.146,2.5,2.2,Premiumization
2019,Taiwan,Washing machine – Top-load agitator,0.276,0.152,2.5,2.2,Premiumization
2020,Taiwan,Washing machine – Top-load agitator,0.283,0.159,2.5,2.2,Premiumization
2021,Taiwan,Washing machine – Top-load agitator,0.29,0.167,2.5,2.2,Premiumization
2022,Taiwan,Washing machine – Top-load agitator,0.297,0.174,2.5,2.2,Premiumization
2023,Taiwan,Washing machine – Top-load agitator,0.305,0.182,2.5,2.2,Premiumization
2024,Taiwan,Washing machine – Top-load agitator,0.312,0.19,2.5,2.2,Premiumization
2025,Taiwan,Washing machine – Top-load agitator,0.319,0.198,2.2,2.2,Premiumization
2026,Taiwan,Washing machine – Top-load agitator,0.326,0.207,2.2,2.2,Premiumization
2027,Taiwan,Washing machine – Top-load agitator,0.333,0.216,2.2,2.2,Premiumization
2028,Taiwan,Washing machine – Top-load agitator,0.341,0.225,2.2,2.2,Premiumization
2015,Taiwan,Washing machine – Top-load impeller (HE),0.35,0.2,,2.2,Premiumization
2016,Taiwan,Washing machine – Top-load impeller (HE),0.359,0.209,2.6,2.2,Premiumization
2017,Taiwan,Washing machine – Top-load impeller (HE),0.368,0.218,2.6,2.2,Premiumization
2018,Taiwan,Washing machine – Top-load impeller (HE),0.378,0.229,2.6,2.2,Premiumization
2019,Taiwan,Washing machine – Top-load impeller (HE),0.388,0.239,2.6,2.2,Premiumization
2020,Taiwan,Washing machine – Top-load impeller (HE),0.398,0.25,2.6,2.2,Premiumization
2021,Taiwan,Washing machine – Top-load impeller (HE),0.408,0.262,2.6,2.2,Premiumization
2022,Taiwan,Washing machine – Top-load impeller (HE),0.419,0.274,2.6,2.2,Premiumization
2023,Taiwan,Washing machine – Top-load impeller (HE),0.43,0.287,2.6,2.2,Premiumization
2024,Taiwan,Washing machine – Top-load impeller (HE),0.441,0.3,2.6,2.2,Premiumization
2025,Taiwan,Washing machine – Top-load impeller (HE),0.451,0.313,2.3,2.2,Premiumization
2026,Taiwan,Washing machine – Top-load impeller (HE),0.461,0.327,2.3,2.2,Premiumization
2027,Taiwan,Washing machine – Top-load impeller (HE),0.472,0.341,2.3,2.2,Premiumization
2028,Taiwan,Washing machine – Top-load impeller (HE),0.483,0.356,2.3,2.2,Premiumization
2015,Taiwan,Washing machine – Front-load,0.4,0.276,,2.2,Premiumization
2016,Taiwan,Washing machine – Front-load,0.411,0.289,2.7,2.2,Premiumization
2017,Taiwan,Washing machine – Front-load,0.422,0.303,2.7,2.2,Premiumization
2018,Taiwan,Washing machine – Front-load,0.433,0.317,2.7,2.2,Premiumization
2019,Taiwan,Washing machine – Front-load,0.445,0.332,2.7,2.2,Premiumization
2020,Taiwan,Washing machine – Front-load,0.457,0.348,2.7,2.2,Premiumization
2021,Taiwan,Washing machine – Front-load,0.469,0.365,2.7,2.2,Premiumization
2022,Taiwan,Washing machine – Front-load,0.482,0.382,2.7,2.2,Premiumization
2023,Taiwan,Washing machine – Front-load,0.495,0.4,2.7,2.2,Premiumization
2024,Taiwan,Washing machine – Front-load,0.508,0.419,2.7,2.2,Premiumization
2025,Taiwan,Washing machine – Front-load,0.521,0.438,2.4,2.2,Premiumization
2026,Taiwan,Washing machine – Front-load,0.533,0.457,2.4,2.2,Premiumization
2027,Taiwan,Washing machine – Front-load,0.546,0.478,2.4,2.2,Premiumization
2028,Taiwan,Washing machine – Front-load,0.559,0.499,2.4,2.2,Premiumization
2015,Taiwan,Microwave oven – Countertop,0.49,0.045,,1.2,Convenience
2016,Taiwan,Microwave oven – Countertop,0.495,0.046,1.0,1.2,Convenience
2017,Taiwan,Microwave oven – Countertop,0.5,0.047,1.0,1.2,Convenience
2018,Taiwan,Microwave oven – Countertop,0.505,0.049,1.0,1.2,Convenience
2019,Taiwan,Microwave oven – Countertop,0.51,0.05,1.0,1.2,Convenience
2020,Taiwan,Microwave oven – Countertop,0.515,0.052,1.0,1.2,Convenience
2021,Taiwan,Microwave oven – Countertop,0.52,0.053,1.0,1.2,Convenience
2022,Taiwan,Microwave oven – Countertop,0.525,0.055,1.0,1.2,Convenience
2023,Taiwan,Microwave oven – Countertop,0.531,0.057,1.0,1.2,Convenience
2024,Taiwan,Microwave oven – Countertop,0.536,0.058,1.0,1.2,Convenience
2025,Taiwan,Microwave oven – Countertop,0.542,0.06,1.2,1.2,Convenience
2026,Taiwan,Microwave oven – Countertop,0.549,0.062,1.2,1.2,Convenience
2027,Taiwan,Microwave oven – Countertop,0.555,0.064,1.2,1.2,Convenience
2028,Taiwan,Microwave oven – Countertop,0.562,0.066,1.2,1.2,Convenience
2015,Taiwan,Microwave oven – Over-the-range,0.14,0.016,,1.2,Convenience
2016,Taiwan,Microwave oven – Over-the-range,0.141,0.017,1.0,1.2,Convenience
2017,Taiwan,Microwave oven – Over-the-range,0.143,0.017,1.0,1.2,Convenience
2018,Taiwan,Microwave oven – Over-the-range,0.144,0.018,1.0,1.2,Convenience
2019,Taiwan,Microwave oven – Over-the-range,0.146,0.018,1.0,1.2,Convenience
2020,Taiwan,Microwave oven – Over-the-range,0.147,0.019,1.0,1.2,Convenience
2021,Taiwan,Microwave oven – Over-the-range,0.149,0.02,1.0,1.2,Convenience
2022,Taiwan,Microwave oven – Over-the-range,0.15,0.02,1.0,1.2,Convenience
2023,Taiwan,Microwave oven – Over-the-range,0.152,0.021,1.0,1.2,Convenience
2024,Taiwan,Microwave oven – Over-the-range,0.153,0.021,1.0,1.2,Convenience
2025,Taiwan,Microwave oven – Over-the-range,0.155,0.022,1.2,1.2,Convenience
2026,Taiwan,Microwave oven – Over-the-range,0.157,0.023,1.2,1.2,Convenience
2027,Taiwan,Microwave oven – Over-the-range,0.159,0.024,1.2,1.2,Convenience
2028,Taiwan,Microwave oven – Over-the-range,0.161,0.024,1.2,1.2,Convenience
2015,Taiwan,Microwave oven – Built-in/Drawer,0.07,0.013,,1.2,Convenience
2016,Taiwan,Microwave oven – Built-in/Drawer,0.071,0.013,1.3,1.2,Convenience
2017,Taiwan,Microwave oven – Built-in/Drawer,0.072,0.014,1.3,1.2,Convenience
2018,Taiwan,Microwave oven – Built-in/Drawer,0.073,0.014,1.3,1.2,Convenience
2019,Taiwan,Microwave oven – Built-in/Drawer,0.074,0.015,1.3,1.2,Convenience
2020,Taiwan,Microwave oven – Built-in/Drawer,0.075,0.015,1.3,1.2,Convenience
2021,Taiwan,Microwave oven – Built-in/Drawer,0.076,0.016,1.3,1.2,Convenience
2022,Taiwan,Microwave oven – Built-in/Drawer,0.077,0.016,1.3,1.2,Convenience
2023,Taiwan,Microwave oven – Built-in/Drawer,0.078,0.017,1.3,1.2,Convenience
2024,Taiwan,Microwave oven – Built-in/Drawer,0.079,0.017,1.3,1.2,Convenience
2025,Taiwan,Microwave oven – Built-in/Drawer,0.08,0.018,1.5,1.2,Convenience
2026,Taiwan,Microwave oven – Built-in/Drawer,0.081,0.018,1.5,1.2,Convenience
2027,Taiwan,Microwave oven – Built-in/Drawer,0.082,0.019,1.5,1.2,Convenience
2028,Taiwan,Microwave oven – Built-in/Drawer,0.083,0.02,1.5,1.2,Convenience
2015,Taiwan,Induction cooktop / electric stove – Induction hob,0.175,0.115,,2.2,Induction shift
2016,Taiwan,Induction cooktop / electric stove – Induction hob,0.18,0.121,2.9,2.2,Induction shift
2017,Taiwan,Induction cooktop / electric stove – Induction hob,0.185,0.127,2.9,2.2,Induction shift
2018,Taiwan,Induction cooktop / electric stove – Induction hob,0.191,0.134,2.9,2.2,Induction shift
2019,Taiwan,Induction cooktop / electric stove – Induction hob,0.196,0.14,2.9,2.2,Induction shift
2020,Taiwan,Induction cooktop / electric stove – Induction hob,0.202,0.147,2.9,2.2,Induction shift
2021,Taiwan,Induction cooktop / electric stove – Induction hob,0.208,0.154,2.9,2.2,Induction shift
2022,Taiwan,Induction cooktop / electric stove – Induction hob,0.214,0.162,2.9,2.2,Induction shift
2023,Taiwan,Induction cooktop / electric stove – Induction hob,0.22,0.17,2.9,2.2,Induction shift
2024,Taiwan,Induction cooktop / electric stove – Induction hob,0.226,0.179,2.9,2.2,Induction shift
2025,Taiwan,Induction cooktop / electric stove – Induction hob,0.232,0.187,2.6,2.2,Induction shift
2026,Taiwan,Induction cooktop / electric stove – Induction hob,0.238,0.196,2.6,2.2,Induction shift
2027,Taiwan,Induction cooktop / electric stove – Induction hob,0.244,0.205,2.6,2.2,Induction shift
2028,Taiwan,Induction cooktop / electric stove – Induction hob,0.251,0.214,2.6,2.2,Induction shift
2015,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.2,0.11,,2.2,Induction shift
2016,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.205,0.115,2.5,2.2,Induction shift
2017,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.21,0.12,2.5,2.2,Induction shift
2018,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.215,0.126,2.5,2.2,Induction shift
2019,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.221,0.131,2.5,2.2,Induction shift
2020,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.226,0.137,2.5,2.2,Induction shift
2021,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.232,0.144,2.5,2.2,Induction shift
2022,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.238,0.15,2.5,2.2,Induction shift
2023,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.244,0.157,2.5,2.2,Induction shift
2024,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.25,0.164,2.5,2.2,Induction shift
2025,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.255,0.171,2.2,2.2,Induction shift
2026,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.261,0.178,2.2,2.2,Induction shift
2027,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.267,0.186,2.2,2.2,Induction shift
2028,Taiwan,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.272,0.194,2.2,2.2,Induction shift
2015,Taiwan,Induction cooktop / electric stove – Electric coil,0.125,0.048,,2.2,Induction shift
2016,Taiwan,Induction cooktop / electric stove – Electric coil,0.128,0.05,2.1,2.2,Induction shift
2017,Taiwan,Induction cooktop / electric stove – Electric coil,0.13,0.052,2.1,2.2,Induction shift
2018,Taiwan,Induction cooktop / electric stove – Electric coil,0.133,0.054,2.1,2.2,Induction shift
2019,Taiwan,Induction cooktop / electric stove – Electric coil,0.136,0.057,2.1,2.2,Induction shift
2020,Taiwan,Induction cooktop / electric stove – Electric coil,0.139,0.059,2.1,2.2,Induction shift
2021,Taiwan,Induction cooktop / electric stove – Electric coil,0.142,0.061,2.1,2.2,Induction shift
2022,Taiwan,Induction cooktop / electric stove – Electric coil,0.145,0.064,2.1,2.2,Induction shift
2023,Taiwan,Induction cooktop / electric stove – Electric coil,0.148,0.067,2.1,2.2,Induction shift
2024,Taiwan,Induction cooktop / electric stove – Electric coil,0.151,0.069,2.1,2.2,Induction shift
2025,Taiwan,Induction cooktop / electric stove – Electric coil,0.153,0.072,1.8,2.2,Induction shift
2026,Taiwan,Induction cooktop / electric stove – Electric coil,0.156,0.075,1.8,2.2,Induction shift
2027,Taiwan,Induction cooktop / electric stove – Electric coil,0.159,0.078,1.8,2.2,Induction shift
2028,Taiwan,Induction cooktop / electric stove – Electric coil,0.162,0.081,1.8,2.2,Induction shift
2015,Taiwan,Electric oven – Single wall oven,0.105,0.105,,1.6,Built-in kitchens
2016,Taiwan,Electric oven – Single wall oven,0.107,0.109,1.8,1.6,Built-in kitchens
2017,Taiwan,Electric oven – Single wall oven,0.109,0.113,1.8,1.6,Built-in kitchens
2018,Taiwan,Electric oven – Single wall oven,0.111,0.118,1.8,1.6,Built-in kitchens
2019,Taiwan,Electric oven – Single wall oven,0.113,0.122,1.8,1.6,Built-in kitchens
2020,Taiwan,Electric oven – Single wall oven,0.115,0.127,1.8,1.6,Built-in kitchens
2021,Taiwan,Electric oven – Single wall oven,0.117,0.132,1.8,1.6,Built-in kitchens
2022,Taiwan,Electric oven – Single wall oven,0.119,0.137,1.8,1.6,Built-in kitchens
2023,Taiwan,Electric oven – Single wall oven,0.121,0.142,1.8,1.6,Built-in kitchens
2024,Taiwan,Electric oven – Single wall oven,0.123,0.147,1.8,1.6,Built-in kitchens
2025,Taiwan,Electric oven – Single wall oven,0.125,0.153,1.6,1.6,Built-in kitchens
2026,Taiwan,Electric oven – Single wall oven,0.127,0.158,1.6,1.6,Built-in kitchens
2027,Taiwan,Electric oven – Single wall oven,0.129,0.164,1.6,1.6,Built-in kitchens
2028,Taiwan,Electric oven – Single wall oven,0.131,0.17,1.6,1.6,Built-in kitchens
2015,Taiwan,Electric oven – Double wall oven,0.07,0.084,,1.6,Built-in kitchens
2016,Taiwan,Electric oven – Double wall oven,0.071,0.087,1.9,1.6,Built-in kitchens
2017,Taiwan,Electric oven – Double wall oven,0.073,0.091,1.9,1.6,Built-in kitchens
2018,Taiwan,Electric oven – Double wall oven,0.074,0.094,1.9,1.6,Built-in kitchens
2019,Taiwan,Electric oven – Double wall oven,0.075,0.098,1.9,1.6,Built-in kitchens
2020,Taiwan,Electric oven – Double wall oven,0.077,0.102,1.9,1.6,Built-in kitchens
2021,Taiwan,Electric oven – Double wall oven,0.078,0.106,1.9,1.6,Built-in kitchens
2022,Taiwan,Electric oven – Double wall oven,0.08,0.11,1.9,1.6,Built-in kitchens
2023,Taiwan,Electric oven – Double wall oven,0.081,0.114,1.9,1.6,Built-in kitchens
2024,Taiwan,Electric oven – Double wall oven,0.083,0.119,1.9,1.6,Built-in kitchens
2025,Taiwan,Electric oven – Double wall oven,0.084,0.123,1.7,1.6,Built-in kitchens
2026,Taiwan,Electric oven – Double wall oven,0.086,0.128,1.7,1.6,Built-in kitchens
2027,Taiwan,Electric oven – Double wall oven,0.087,0.133,1.7,1.6,Built-in kitchens
2028,Taiwan,Electric oven – Double wall oven,0.089,0.138,1.7,1.6,Built-in kitchens
2015,Taiwan,Electric oven – Freestanding range (electric),0.175,0.158,,1.6,Built-in kitchens
2016,Taiwan,Electric oven – Freestanding range (electric),0.178,0.163,1.7,1.6,Built-in kitchens
2017,Taiwan,Electric oven – Freestanding range (electric),0.181,0.169,1.7,1.6,Built-in kitchens
2018,Taiwan,Electric oven – Freestanding range (electric),0.184,0.176,1.7,1.6,Built-in kitchens
2019,Taiwan,Electric oven – Freestanding range (electric),0.187,0.182,1.7,1.6,Built-in kitchens
2020,Taiwan,Electric oven – Freestanding range (electric),0.19,0.189,1.7,1.6,Built-in kitchens
2021,Taiwan,Electric oven – Freestanding range (electric),0.194,0.196,1.7,1.6,Built-in kitchens
2022,Taiwan,Electric oven – Freestanding range (electric),0.197,0.204,1.7,1.6,Built-in kitchens
2023,Taiwan,Electric oven – Freestanding range (electric),0.2,0.211,1.7,1.6,Built-in kitchens
2024,Taiwan,Electric oven – Freestanding range (electric),0.204,0.219,1.7,1.6,Built-in kitchens
2025,Taiwan,Electric oven – Freestanding range (electric),0.207,0.227,1.5,1.6,Built-in kitchens
2026,Taiwan,Electric oven – Freestanding range (electric),0.21,0.235,1.5,1.6,Built-in kitchens
2027,Taiwan,Electric oven – Freestanding range (electric),0.213,0.243,1.5,1.6,Built-in kitchens
2028,Taiwan,Electric oven – Freestanding range (electric),0.216,0.252,1.5,1.6,Built-in kitchens
2015,Taiwan,Electric kettle – Standard,0.48,0.008,,1.4,Tea/coffee habits
2016,Taiwan,Electric kettle – Standard,0.487,0.009,1.5,1.4,Tea/coffee habits
2017,Taiwan,Electric kettle – Standard,0.495,0.009,1.5,1.4,Tea/coffee habits
2018,Taiwan,Electric kettle – Standard,0.502,0.009,1.5,1.4,Tea/coffee habits
2019,Taiwan,Electric kettle – Standard,0.509,0.01,1.5,1.4,Tea/coffee habits
2020,Taiwan,Electric kettle – Standard,0.517,0.01,1.5,1.4,Tea/coffee habits
2021,Taiwan,Electric kettle – Standard,0.525,0.01,1.5,1.4,Tea/coffee habits
2022,Taiwan,Electric kettle – Standard,0.533,0.011,1.5,1.4,Tea/coffee habits
2023,Taiwan,Electric kettle – Standard,0.541,0.011,1.5,1.4,Tea/coffee habits
2024,Taiwan,Electric kettle – Standard,0.549,0.011,1.5,1.4,Tea/coffee habits
2025,Taiwan,Electric kettle – Standard,0.557,0.012,1.4,1.4,Tea/coffee habits
2026,Taiwan,Electric kettle – Standard,0.564,0.012,1.4,1.4,Tea/coffee habits
2027,Taiwan,Electric kettle – Standard,0.572,0.013,1.4,1.4,Tea/coffee habits
2028,Taiwan,Electric kettle – Standard,0.58,0.013,1.4,1.4,Tea/coffee habits
2015,Taiwan,Electric kettle – Variable-temperature,0.2,0.006,,1.4,Tea/coffee habits
2016,Taiwan,Electric kettle – Variable-temperature,0.203,0.006,1.7,1.4,Tea/coffee habits
2017,Taiwan,Electric kettle – Variable-temperature,0.207,0.006,1.7,1.4,Tea/coffee habits
2018,Taiwan,Electric kettle – Variable-temperature,0.21,0.006,1.7,1.4,Tea/coffee habits
2019,Taiwan,Electric kettle – Variable-temperature,0.214,0.006,1.7,1.4,Tea/coffee habits
2020,Taiwan,Electric kettle – Variable-temperature,0.218,0.007,1.7,1.4,Tea/coffee habits
2021,Taiwan,Electric kettle – Variable-temperature,0.221,0.007,1.7,1.4,Tea/coffee habits
2022,Taiwan,Electric kettle – Variable-temperature,0.225,0.007,1.7,1.4,Tea/coffee habits
2023,Taiwan,Electric kettle – Variable-temperature,0.229,0.007,1.7,1.4,Tea/coffee habits
2024,Taiwan,Electric kettle – Variable-temperature,0.233,0.008,1.7,1.4,Tea/coffee habits
2025,Taiwan,Electric kettle – Variable-temperature,0.236,0.008,1.6,1.4,Tea/coffee habits
2026,Taiwan,Electric kettle – Variable-temperature,0.24,0.008,1.6,1.4,Tea/coffee habits
2027,Taiwan,Electric kettle – Variable-temperature,0.244,0.009,1.6,1.4,Tea/coffee habits
2028,Taiwan,Electric kettle – Variable-temperature,0.248,0.009,1.6,1.4,Tea/coffee habits
2015,Taiwan,Electric kettle – Gooseneck (pour-over),0.12,0.004,,1.4,Tea/coffee habits
2016,Taiwan,Electric kettle – Gooseneck (pour-over),0.122,0.004,1.7,1.4,Tea/coffee habits
2017,Taiwan,Electric kettle – Gooseneck (pour-over),0.124,0.004,1.7,1.4,Tea/coffee habits
2018,Taiwan,Electric kettle – Gooseneck (pour-over),0.126,0.004,1.7,1.4,Tea/coffee habits
2019,Taiwan,Electric kettle – Gooseneck (pour-over),0.128,0.005,1.7,1.4,Tea/coffee habits
2020,Taiwan,Electric kettle – Gooseneck (pour-over),0.131,0.005,1.7,1.4,Tea/coffee habits
2021,Taiwan,Electric kettle – Gooseneck (pour-over),0.133,0.005,1.7,1.4,Tea/coffee habits
2022,Taiwan,Electric kettle – Gooseneck (pour-over),0.135,0.005,1.7,1.4,Tea/coffee habits
2023,Taiwan,Electric kettle – Gooseneck (pour-over),0.137,0.005,1.7,1.4,Tea/coffee habits
2024,Taiwan,Electric kettle – Gooseneck (pour-over),0.14,0.005,1.7,1.4,Tea/coffee habits
2025,Taiwan,Electric kettle – Gooseneck (pour-over),0.142,0.006,1.6,1.4,Tea/coffee habits
2026,Taiwan,Electric kettle – Gooseneck (pour-over),0.144,0.006,1.6,1.4,Tea/coffee habits
2027,Taiwan,Electric kettle – Gooseneck (pour-over),0.146,0.006,1.6,1.4,Tea/coffee habits
2028,Taiwan,Electric kettle – Gooseneck (pour-over),0.149,0.006,1.6,1.4,Tea/coffee habits
2015,Taiwan,Toaster – 2-slice pop-up,0.4,0.008,,1.4,Breakfast revival
